Station_ID,Group,Plot_Size_(m2),Collection_Date,Community,Sample_Type,Vegetation_Type,Percent_Cover_Total,Percent_Cover_Tree,Percent_Cover_Shrub,Percent_Cover_Herb,Percent_Cover_Carpet,Average_Height_Dominant_(cm),Average_Height_Tree_cm,Average_Height_Shrub_cm,Average_Height_Herb_cm,Average_Height_Carpet_cm,Scientific_Name_Originally_Observed,Common_Name_As_Originally_Observed,Scientific_Name_As_Currently_Recognized,Common_Name_As_Currently_Recognized,Percent_Cover,Braun_Blanquet_Rank,In_Out,Number_Planted,Number_Alive,Additional_Species_Description,Organization,Personnel,Comments
BA28-2340R,Dune,4,10/22/2001,Saline,Random,Natural,100,,,100,,25,,,25,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,5,1,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; J. Rapp,
BA28-2340R,DUNE,4,9/18/2002,Saline,Random,Natural,100,,,100,,40,,,40,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,,,Out,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-2340R,DUNE,4,9/18/2002,Saline,Random,Natural,100,,,100,,40,,,40,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,30,3,Both,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-2360R,DUNE,4,4/19/2001,Saline,Random,Natural,100,,,100,,45,,,30,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,40,3,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
BA28-2360R,DUNE,4,4/19/2001,Saline,Random,Natural,100,,,100,,45,,,30,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,40,3,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
BA28-2460,DUNE,4,4/19/2001,Saline,Random,Planted,100,,,100,,60,,,60,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,,,Out,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-2460,DUNE,4,4/19/2001,Saline,Random,Planted,100,,,100,,60,,,60,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,60,4,Both,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-2460,DUNE,4,4/19/2001,Saline,Random,Planted,100,,,100,,60,,,60,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-2460,DUNE,4,9/18/2002,Saline,Random,Planted,100,,,100,,88,,,88,,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,,,Out,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,*no Panicum amarum I or O of plot;*no Sp. patens
BA28-2460,DUNE,4,9/18/2002,Saline,Random,Planted,100,,,100,,88,,,88,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,5,0,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,*no Panicum amarum I or O of plot;*no Sp. patens
BA28-2580R,DUNE,4,9/18/2002,Saline,Random,Natural,100,,,100,,152,,,152,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
BA28-2660,DUNE,4,4/19/2001,Saline,Random,Planted,100,,,100,,10,,,15,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,40,3,Both,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-2660,DUNE,4,4/19/2001,Saline,Random,Planted,100,,,100,,10,,,15,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,80,5,Both,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-2660,DUNE,4,9/18/2002,Saline,Random,Planted,100,,,100,<1,80,,,80,8,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,<1,+,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
BA28-2660,DUNE,4,9/18/2002,Saline,Random,Planted,100,,,100,<1,80,,,80,8,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,5,0,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
BA28-2660,DUNE,4,10/20/2003,Saline,Random,Planted,100,,0.01,100,,110,,36,110,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,,5,0,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; J. West; E. Lear,Indeterminate
BA28-2660R,DUNE,4,4/19/2001,Saline,Random,Natural,100,,,100,,15,,,15,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,1,1,Both,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-2660R,DUNE,4,4/19/2001,Saline,Random,Natural,100,,,100,,15,,,15,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,100,5,Both,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-2740,DUNE,4,4/19/2001,Saline,Random,Planted,100,,,100,,60,,,30,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,60,4,Both,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-2740,DUNE,4,4/19/2001,Saline,Random,Planted,100,,,100,,60,,,30,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,40,3,Both,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-2740R,DUNE,4,10/20/2003,Saline,Random,Natural,100,,,100,,50,,,50,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,20,2,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne; J. West,
BA28-340,DUNE,4,4/18/2001,Saline,Random,Planted,100,,,100,,20,,,20,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,<1,+,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
BA28-340,DUNE,4,4/18/2001,Saline,Random,Planted,100,,,100,,20,,,20,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
BA28-396,BAY,4,10/20/2003,Saline,Random,Planted,100,,<1,100,,84,,101,84,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,100,5,Both,5,,Indeterminate,LA DEPT OF NAT RES (CRDT),G. Curole; T. Hubbell; R. Chiasson,
BA28-420,BAY,4,10/20/2003,Saline,Random,Planted,100,,5,95,,88,,73,88,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,95,5,Both,5,,,LA DEPT OF NAT RES (CRDT),G. Curole; T. Hubbell; R. Chiasson,Spartina alterniflora Loisel. indeterminate.
BA28-420R,BAY,4,10/20/2003,Saline,Random,Natural,100,,,100,,71,,,71,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,100,5,Both,,,,LA DEPT OF NAT RES (CRDT),G. Curole; T. Hubbell; R. Chiasson,
BA28-648R,BAY,4,9/18/2002,Saline,Random,Natural,100,,,100,,160,,,160,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,100,5,Both,,,,LA DEPT OF NAT RES (CRDT),T. Hubbell; G. Curole; T. Folse,
BA28-672,BAY,4,9/18/2002,Saline,Random,Planted,100,,0.01,100,,150,,70,150,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,100,5,Both,5,,,LA DEPT OF NAT RES (CRDT),T. Hubbell; G. Curole; T. Folse,Spartina alterniflora indeterminate.
BA28-672R,BAY,4,9/18/2002,Saline,Random,Natural,100,,,100,,155,,,155,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,100,5,Both,,,,LA DEPT OF NAT RES (CRDT),T. Hubbell; G. Curole; T. Folse,
BA28-760R,DUNE,4,4/18/2001,Saline,Random,Natural,100,,,100,,6,,,15,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,90,5,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
BA28-760R,Dune,4,10/22/2001,Saline,Random,Natural,100,,,100,,63,,,70,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,80,5,Both,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-760R,Dune,4,10/22/2001,Saline,Random,Natural,100,,,100,,63,,,70,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-800,DUNE,4,4/18/2001,Saline,Random,Planted,100,,,100,,25,,,25,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,100,5,Both,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-800,Dune,4,10/22/2001,Saline,Random,Planted,100,,,100,,25,,,25,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,,5,0,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-816,BAY,4,9/18/2002,Saline,Random,Planted,100,,,100,,160,,,160,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,100,5,Both,5,,,LA DEPT OF NAT RES (CRDT),T. Hubbell; G. Curole; T. Folse,Spartina alterniflora indeterminate.
BA28-816R,BAY,4,9/18/2002,Saline,Random,Natural,100,,,100,,165,,,165,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,100,5,Both,,,,LA DEPT OF NAT RES (CRDT),T. Folse,
BA28-840,DUNE,4,4/18/2001,Saline,Random,Planted,100,,,100,,45,,,30,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,,,Out,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
BA28-840,DUNE,4,4/18/2001,Saline,Random,Planted,100,,,100,,45,,,30,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,35,3,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
BA28-840,Dune,4,10/22/2001,Saline,Random,Planted,100,,,100,,75,,,67,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,,5,0,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
BA28-840R,DUNE,4,4/18/2001,Saline,Random,Natural,100,,,100,,20,,,31,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,<1,+,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
BA28-840R,DUNE,4,4/18/2001,Saline,Random,Natural,100,,,100,,20,,,31,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,100,5,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
BA28-840R,Dune,4,10/22/2001,Saline,Random,Natural,100,,,100,,39,,,50,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,,,Out,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-860R,DUNE,4,4/18/2001,Saline,Random,Natural,100,,,100,,30,,,25,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,5,1,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
BA28-860R,DUNE,4,4/18/2001,Saline,Random,Natural,100,,,100,,30,,,25,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,100,5,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
BA28-900,BAY,4,9/18/2002,Saline,Random,Planted,100,,,100,,160,,,160,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,100,5,Both,5,,,LA DEPT OF NAT RES (CRDT),G. Curole; T. Hubbell; T. Folse,Spartina alterniflora indeterminate.
BA28-900R,BAY,4,9/18/2002,Saline,Random,Natural,100,,,100,,155,,,155,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,100,5,Both,,,,LA DEPT OF NAT RES (CRDT),T. Hubbell; G. Curole; T. Folse,
BA28-948R,BAY,4,10/20/2003,Saline,Random,Natural,100,,<1,100,,148,,122,148,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,100,5,Both,,,,LA DEPT OF NAT RES (CRDT),T. Hubbell; G. Curole; R. Chiasson,
BA28-964,BAY,4,9/18/2002,Saline,Random,Planted,100,,,100,,175,,,175,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,100,5,Both,5,,,LA DEPT OF NAT RES (CRDT),T. Hubbell; G. Curole; T. Folse,Spartina alterniflora indeterminate.
BA28-980,BAY,4,9/18/2002,Saline,Random,Planted,100,,0.01,100,,160,,106,160,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,100,5,Both,5,,,LA DEPT OF NAT RES (CRDT),T. Hubbell; G. Curole; T. Folse,Spartina alterniflora indeterminate.
BA28-996,BAY,4,9/18/2002,Saline,Random,Planted,100,,,100,,180,,,180,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,100,5,Both,5,,,LA DEPT OF NAT RES (CRDT),G. Curole; T. Folse; T. Hubbell,Spartina alterniflora indeterminate.
BS11-55,,4,8/30/2007,Saline,Random,Planted,100,,,100,,215,,,152,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,90,5,Both,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; M. Kaintz; B. Carter,
CS20-19,,4,9/23/2008,Saline,Random,Natural,100,,,100,,67,,,67,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,80,5,Both,,,salt burned,LA DEPT OF NAT RES (CRDL),L. Sharp; M. Mouledous; G. Steyer,"surface water = 1.6' deep, 26.7 deg C, 22.6 ppt;  porewater 10 cm = 26.9 deg C, 15.8 ppt;  porewater 30 cm = 26.4 deg C, 16.9 ppt;;Ike deposition top 6cm;Pre-Rita surface 17cm deep;tough to distingush rest- full of roots;coordinates: 458390;                     3297126"
CS20-19,,4,9/23/2008,Saline,Random,Natural,100,,,100,,67,,,67,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,25,2,Both,,,salt burned,LA DEPT OF NAT RES (CRDL),L. Sharp; M. Mouledous; G. Steyer,"surface water = 1.6' deep, 26.7 deg C, 22.6 ppt;  porewater 10 cm = 26.9 deg C, 15.8 ppt;  porewater 30 cm = 26.4 deg C, 16.9 ppt;;Ike deposition top 6cm;Pre-Rita surface 17cm deep;tough to distingush rest- full of roots;coordinates: 458390;                     3297126"
CS20-35,,4,9/23/2008,Saline,Random,Natural,100,,,100,,113,,,113,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,60,4,Both,,,salt burned,LA DEPT OF NAT RES (CRDL),G. Steyer; L. Sharp; M. Mouledous,"surface water = 1.6' deep, 28.9 deg C, 21.7 ppt;  porewater 10 cm = 26.2 deg C, 18.2 ppt;  porewater 30 cm = 26.1 deg C, 17 ppt;;30cm pore taken @ 25cm;coordinates: 460486;                     3299063"
CS20-35,,4,9/23/2008,Saline,Random,Natural,100,,,100,,113,,,113,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,100,5,Both,,,salt burned,LA DEPT OF NAT RES (CRDL),G. Steyer; L. Sharp; M. Mouledous,"surface water = 1.6' deep, 28.9 deg C, 21.7 ppt;  porewater 10 cm = 26.2 deg C, 18.2 ppt;  porewater 30 cm = 26.1 deg C, 17 ppt;;30cm pore taken @ 25cm;coordinates: 460486;                     3299063"
CS21-102,CTU3,4,8/4/2015,Saline,Random,Natural,100,,,100,,365.76,,,365.76,,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,100,5,In,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Mouledous; B. Wood; L.A. Sharp,couldn?t access site estimated Phrag from edge. Creek silted in   Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
CS21-61R,,4,10/29/2008,Saline,Random,Natural,100,,,100,,128,,,128,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,3,1,In,,,ok,LA DEPT OF NAT RES (CRDL),M. Miller; L. Sharp,8cm of Ike mud;no water on marsh
CS21-61R,,4,10/29/2008,Saline,Random,Natural,100,,,100,,128,,,128,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,5,1,In,,,ok,LA DEPT OF NAT RES (CRDL),M. Miller; L. Sharp,8cm of Ike mud;no water on marsh
CS21-61R,,4,10/29/2008,Saline,Random,Natural,100,,,100,,128,,,128,,Juncus roemerianus Scheele,needlegrass rush,Juncus roemerianus Scheele,needlegrass rush,100,5,In,,,"slightly stressed, brown tips",LA DEPT OF NAT RES (CRDL),M. Miller; L. Sharp,8cm of Ike mud;no water on marsh
CS21-68,,4,10/29/2008,Saline,Random,Natural,100,,,100,,137,,,137,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,,,Out,,,,LA DEPT OF NAT RES (CRDL),M. Miller; L. Sharp,dry-thick;1cm of Ike mud
CS21-68,,4,10/29/2008,Saline,Random,Natural,100,,,100,,137,,,137,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,70,4,In,,,slightly stressed but green shoots,LA DEPT OF NAT RES (CRDL),M. Miller; L. Sharp,dry-thick;1cm of Ike mud
CS21-68,,4,10/29/2008,Saline,Random,Natural,100,,,100,,137,,,137,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,30,3,In,,,healthy,LA DEPT OF NAT RES (CRDL),M. Miller; L. Sharp,dry-thick;1cm of Ike mud
CS21-68,,4,10/29/2008,Saline,Random,Natural,100,,,100,,137,,,137,,Juncus roemerianus Scheele,needlegrass rush,Juncus roemerianus Scheele,needlegrass rush,3,1,In,,,healthy,LA DEPT OF NAT RES (CRDL),M. Miller; L. Sharp,dry-thick;1cm of Ike mud
CS21-70,CTU2,4,8/4/2015,Saline,Random,Natural,100,,15,100,,167.64,,243.84,121.92,,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Luent; M.Mouledous; B.Wood,Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
CS21-70,CTU2,4,8/4/2015,Saline,Random,Natural,100,,15,100,,167.64,,243.84,121.92,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,90,5,In,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Luent; M.Mouledous; B.Wood,Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
CS21-70,CTU2,4,8/4/2015,Saline,Random,Natural,100,,15,100,,167.64,,243.84,121.92,,Juncus roemerianus Scheele,needlegrass rush,Juncus roemerianus Scheele,needlegrass rush,20,2,In,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Luent; M.Mouledous; B.Wood,Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
CS21-86R,,4,10/29/2008,Saline,Random,Natural,100,,,100,,158,,,158,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,,,Out,,,,LA DEPT OF NAT RES (CRDL),M. Miller; L. Sharp,1cm of Ike mud;no water on marsh
CS21-86R,,4,10/29/2008,Saline,Random,Natural,100,,,100,,158,,,158,,Juncus roemerianus Scheele,needlegrass rush,Juncus roemerianus Scheele,needlegrass rush,100,5,In,,,"slightly stressed, brown tips",LA DEPT OF NAT RES (CRDL),M. Miller; L. Sharp,1cm of Ike mud;no water on marsh
CS21-99,CTU3,4,8/4/2015,Saline,Random,Natural,100,,,100,,365.76,,,365.76,,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,100,5,In,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Luent; M. Miller; T. McGinnis,couldn?t access the site but estimated based on edge of phrag  Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
CS28-105A,REFERENCE,2,9/10/2014,Saline,Random,Natural,100,,,100,,85.35,,,85.35,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,70,4,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Miller; M. Mouledous; B. Wood,WL MARSH = 0.1ft (3.05cm);Surface - N/A;10cm - 29.8C - 5.7ppt;30cm - N/A
CS28-105A,REFERENCE,2,9/10/2014,Saline,Random,Natural,100,,,100,,85.35,,,85.35,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,40,3,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Miller; M. Mouledous; B. Wood,WL MARSH = 0.1ft (3.05cm);Surface - N/A;10cm - 29.8C - 5.7ppt;30cm - N/A
CS28-105A,REFERENCE,2,9/10/2014,Saline,Random,Natural,100,,,100,,85.35,,,85.35,,Juncus roemerianus Scheele,needlegrass rush,Juncus roemerianus Scheele,needlegrass rush,5,1,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Miller; M. Mouledous; B. Wood,WL MARSH = 0.1ft (3.05cm);Surface - N/A;10cm - 29.8C - 5.7ppt;30cm - N/A
CS28-200A,CYCLE 1,4,9/25/2008,Saline,Random,Natural,100,,,100,,76,,,76,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,100,5,In,,,salt burned,LA DEPT OF NAT RES (CRDL),L. Sharp,"Top 4 to 5 cm of sediment is Ike mud.  surface water = 2' deep, 24.4 deg C, 17.4 ppt;  ;"
CS28-201A,CYCLE 1,4,9/25/2008,Saline,Random,Natural,100,,,100,,101,,,101,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,85,5,In,,,salt burned,LA DEPT OF NAT RES (CRDL),L. Sharp,"2 to 3 cm Ike deposition.  surface water = 1.8' deep, 23.5 deg C, 17.6 ppt;  ;"
CS28-201A,CYCLE 1,4,9/25/2008,Saline,Random,Natural,100,,,100,,101,,,101,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,,,Out,,,salt burned,LA DEPT OF NAT RES (CRDL),L. Sharp,"2 to 3 cm Ike deposition.  surface water = 1.8' deep, 23.5 deg C, 17.6 ppt;  ;"
CS28-202A,CYCLE 1,4,9/25/2008,Saline,Random,Natural,100,,,100,,101,,,101,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,100,5,In,,,salt burned,LA DEPT OF NAT RES (CRDL),L. Sharp,"3 cm of Ike mud.  surface water = 1.8' deep, 24.5 deg C, 17.6 ppt;  ;"
CS28-202A,CYCLE 1,4,9/25/2008,Saline,Random,Natural,100,,,100,,101,,,101,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,,,Out,,,salt burned,LA DEPT OF NAT RES (CRDL),L. Sharp,"3 cm of Ike mud.  surface water = 1.8' deep, 24.5 deg C, 17.6 ppt;  ;"
CS28-203A,CYCLE 1,4,9/25/2008,Saline,Random,Natural,100,,,100,,88,,,88,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,100,5,In,,,salt burned,LA DEPT OF NAT RES (CRDL),L. Sharp,"2 cm of Ike mud mixed with thatch and organics on the surface.  surface water = 1.7' deep, 24.1 deg C, 17.7 ppt;"
CS28-204A,CYCLE 1,4,9/25/2008,Saline,Random,Natural,100,,,100,,104,,,104,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,100,5,In,,,,LA DEPT OF NAT RES (CRDL),L. Sharp,"3 to 5 cm of Ike mud worked through thatch on surface.  surface water = 2' deep, 24.9 deg C, 17.6 ppt;"
CS28-205A,CYCLE 1,4,9/25/2008,Saline,Random,Natural,100,,,100,,107,,,107,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,95,5,In,,,salt stressed,LA DEPT OF NAT RES (CRDL),L. Sharp,"iva frutescens dead outside of plot.  1 to 3 cm of Ike mud.  surface water = 1.8' deep, 24.2 deg C, 17.7 ppt;"
CS28-205A,CYCLE 1,4,9/25/2008,Saline,Random,Natural,100,,,100,,107,,,107,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,,,Out,,,green,LA DEPT OF NAT RES (CRDL),L. Sharp,"iva frutescens dead outside of plot.  1 to 3 cm of Ike mud.  surface water = 1.8' deep, 24.2 deg C, 17.7 ppt;"
CS28-206A,CYCLE 1,4,9/25/2008,Saline,Random,Natural,100,,,100,,85,,,85,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,100,5,In,,,salt burned,LA DEPT OF NAT RES (CRDL),L. Sharp,"4 to 4.5 cm of Ike soil on surface.  Looks like black clayey pudding with organics mixed in.  surface water = 1.9' deep, 24.3 deg C, 17.5 ppt;"
ME14-188,T163A,4,10/26/2004,Saline,Random,Planted,100,,,100,,182.88,,,182.88,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,100,5,In,,,plantings indistinguishable,LA DEPT OF NAT RES (CRDL),J. Foret; C. Thibodeaux; D. Weifenbach,
ME14-190,T163A,4,10/26/2004,Saline,Random,Planted,100,,,100,,182.88,,,182.88,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,100,5,In,,,plantings indistinguishable,LA DEPT OF NAT RES (CRDL),D. Weifenbach; C. Thibodeaux; J. Foret,
