Year,Collection_Date,Community,Sample_Type,Vegetation_Type,Percent_Cover_Total,Percent_Cover_Shrub,Percent_Cover_Herb,Percent_Cover_Carpet,Average_Height_Dominant_(cm),Average_Height_Tree_cm,Average_Height_Shrub_cm,Average_Height_Herb_cm,Average_Height_Carpet_cm,Scientific_Name,Common_Name,Percent_Cover,In_Out,Number_Planted,Number_Alive,Additional_Species_Description,Organization,Personnel,Comments
2016,8/30/16,Saline,Transect,Natural,65,,65,,91.13,,,76.2,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,D. McWhorter; A. Dufrene; W.P. Brown,Transect runs through flooded saltmarsh interspersed with islands of vegetation; site on island south of Lake Tambour; plot within broken marsh. Water Level is 0.7 ft above marsh. Open water is 0%. Bare ground is 35%. Dead vegetation is 3%. Flooded-Undetermined is 0%.
2016,8/31/16,Saline,Transect,Natural,65,,65,,84.91,,,79.24,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,T.V. Nguyen; S. Giles; J.C. Mattingly, Water Level is 1.05 ft above marsh. Open water is 0%. Bare ground is 35%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2010,6/17/10,Saline,Transect,Natural,65,25,40,,96.98,,152.4,82.29,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,J. Smith; T. Nguyen,Float from a crab trap in the plot. Picture incorrectly identifies the site as CRMS0335. Water Level is below marsh. Unvegetated Surface is bare ground.
2011,8/3/11,Saline,Transect,Natural,65,,65,,81.68,,,91.44,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,T. Nguyen; H. Bernard,Stressed Water Level is below marsh. Unvegetated Surface is bare ground and dead vegetation.
2011,8/3/11,Saline,Transect,Natural,65,,65,,56.93,,,51.81,,Avicennia germinans (L.) L.,black mangrove,2,Both,,,herb,COASTAL ESTUARY SERVICES LLC,T. Nguyen; H. Bernard,Water Level is below marsh. Unvegetated Surface is bare ground and dead vegetation.
2013,8/29/13,Saline,Transect,Natural,65,,65,,64.43,,,51.81,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,D. Sires; C. Hymel,10% Wrack Water Level is below marsh. Open water is 0%. Bare ground is 30%. Dead vegetation is 5%. Flooded-Undetermined is 0%.
2014,9/3/14,Saline,Transect,Natural,65,,65,,89.61,,,24.38,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; J.S. Smith; A. Hafkesbring,Water Level is below marsh. Open water is 5%. Bare ground is 30%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2006,8/16/06,Saline,Transect,Natural,65,,65,,66.4,,,48.8,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,T. Nguyen; D. Mcwhorter; W. Cavalier,rack on marsh
2017,9/20/17,Saline,Transect,Natural,65,,65,,87.59,,,60.96,,Avicennia germinans (L.) L.,black mangrove,1,Both,,,herbaceous,COASTAL ESTUARY SERVICES LLC,K. Soderstrum; B. Lussier; C. McCulla, Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 35%. Dead vegetation is 2%. Flooded-Undetermined is 0%.
2017,9/20/17,Saline,Transect,Natural,65,,65,,85.58,,,55.47,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,K. Soderstrum; B. Lussier; C. McCulla,Small stream of water running through plot Water Level is 0.35 ft above marsh. Open water is 0%. Bare ground is 35%. Dead vegetation is 1%. Flooded-Undetermined is 0%.
2008,8/15/08,Saline,Transect,Natural,65,,65,,90.76,,,76.2,,Avicennia germinans (L.) L.,black mangrove,2,Both,,,Herbaceous,COASTAL ESTUARY SERVICES LLC,E. Bourg; T. Nguyen,Water Level is 0 ft Above Marsh. Bare Ground is dead plants and unvegetated surface.
2001,10/22/01,Saline,Random,Planted,65,,65,,135,,,135,,Avicennia germinans (L.) L.,black mangrove,<1,Both,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2003,10/20/03,Saline,Random,Planted,65,,65,,96,,,96,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Hubbell; G. Curole; R. Chiasson,
2004,12/11/04,Saline,Transect,Planted,65,,65,,65,,,65,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),C. Franze; M. Hymel,
2004,9/9/04,Saline,Transect,Planted,65,,65,,60,,,60,,Avicennia germinans (L.) L.,black mangrove,<1,Both,,,,LA DEPT OF NAT RES (CRDNO),J. Troutman; M. Hymel; B. Carter,
2004,12/12/04,Saline,Transect,Planted,65,,65,,55,,,55,,Avicennia germinans (L.) L.,black mangrove,<1,In,,,,LA DEPT OF NAT RES (CRDNO),C. Franze; M. Hymel,
2007,10/8/07,Saline,Transect,Natural,65,,63,2,85,,,85,25,Avicennia germinans (L.) L.,black mangrove,Solitary,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; G. Curole,
2016,9/22/16,Saline,Transect,Natural,65,65,15,,140.4,,140.4,100,,Avicennia germinans (L.) L.,black mangrove,65,Both,,,,COASTAL ESTUARY SERVICES LLC,E. Lear; T. Hubbell; G. Curole,Black mangrove = Dominant ht. & = Shrub ht. Water Level is below marsh. Open water is 0%. Bare ground is 35%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2017,9/14/17,Saline,Transect,Natural,60,,60,,107.83,,,91.44,,Avicennia germinans (L.) L.,black mangrove,<1,Both,,,Herbaceous,COASTAL ESTUARY SERVICES LLC,B. Lussier; S. Giles; M. McGaw,Plot boarders small bay / large pond Water Level is 0.7 ft above marsh. Open water is 0%. Bare ground is 40%. Dead vegetation is 2%. Flooded-Undetermined is 0%.
2006,10/10/06,Saline,Transect,Natural,60,,60,,89,,,89,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,BIOLOGICAL MONITORING SECTION (NO),B. Carter,Water relative to marsh = 0.5 feet;Plot on edge of pond/pothole
2012,7/31/12,Saline,Transect,Natural,60,,60,,98.75,,,54.86,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Plaisance; D. Plaisance; K. Williams,Water Level is 0.76 ft above marsh. Open water is 0%. Bare ground is 40%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2017,8/1/17,Saline,Transect,Natural,60,,60,,115.82,,,91.44,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,H. Arnold; J. Pace; K. Fogg,Open water depth 1.5 ft.; camera corrupted; attempting to retrieve file from outside source; Water Level is 0.7 ft above marsh. Open water is 35%. Bare ground is 5%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2012,8/3/12,Saline,Transect,Natural,60,,60,,57.97,,,50.29,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; B. Lussier,abundant dead stems Water Level is 0.07 ft above marsh. Open water is 0%. Bare ground is 25%. Dead vegetation is 15%. Flooded-Undetermined is 0%.
2015,8/11/15,Saline,Transect,Natural,60,,60,,70.04,,,70.1,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,K.B. Duhon; B. Lussier; A. Hingle,5% wrack Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 40%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2017,9/14/17,Saline,Transect,Natural,60,,60,1,73.33,,,53.34,5.48,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,S. Giles; B. Lussier; M. McGaw,Plot adjacent to area of deteriorated marsh 2m away Water Level is 0.04 ft above marsh. Open water is 0%. Bare ground is 40%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2015,8/11/15,Saline,Transect,Natural,60,,60,,69.37,,,64,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,K.B. Duhon; B. Lussier; A. Hingle,2% wrack Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 40%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2006,9/18/06,Saline,Transect,Natural,60,,60,,81.1,,,64,,Avicennia germinans (L.) L.,black mangrove,Solitary,In,,,,COASTAL ESTUARY SERVICES LLC,G. Jacob; M. Sevier,
2017,9/14/17,Saline,Transect,Natural,60,10,60,,91.68,,106.68,85.34,,Avicennia germinans (L.) L.,black mangrove,20,Both,,,10% shrub; 10% Herbaceous,COASTAL ESTUARY SERVICES LLC,B. Lussier; S. Giles; M. McGaw,Tide falling as crew sampled plots Water Level is 0.01 ft above marsh. Open water is 0%. Bare ground is 40%. Dead vegetation is 1%. Flooded-Undetermined is 0%.
2006,9/18/06,Saline,Transect,Natural,60,,60,,81.7,,,70.1,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,M. Sevier; G. Jacob,
2015,8/11/15,Saline,Transect,Natural,60,,60,,80.04,,,62.48,,Avicennia germinans (L.) L.,black mangrove,2,Both,,,,COASTAL ESTUARY SERVICES LLC,A. Hingle; K.B. Duhon; B. Lussier, Water Level is 0.72 ft above marsh. Open water is 0%. Bare ground is 30%. Dead vegetation is 10%. Flooded-Undetermined is 0%.
2017,9/14/17,Saline,Transect,Natural,60,5,60,,100.27,,106.68,91.44,,Avicennia germinans (L.) L.,black mangrove,15,Both,,,5% shrub; 10 % herbaceous,COASTAL ESTUARY SERVICES LLC,B. Lussier; S. Giles; M. McGaw, Water Level is 0.04 ft above marsh. Open water is 0%. Bare ground is 50%. Dead vegetation is 1%. Flooded-Undetermined is 0%.
2016,9/2/16,Saline,Transect,Natural,60,35,30,,108.56,,103.63,85.34,,Avicennia germinans (L.) L.,black mangrove,35,Both,,,Shrub/ 2% herbaceous,COASTAL ESTUARY SERVICES LLC,D.J. Sires; B. Lussier; M. McGaw,Plot 15ft away from interior marsh pond. Water Level is 1.49 ft above marsh. Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 40%.
2008,8/14/08,Saline,Transect,Natural,60,,60,,106.49,,,91.44,,Avicennia germinans (L.) L.,black mangrove,25,Both,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; E. Bourg,Water Level is Below Marsh. Bare Ground is unvegetated surface.
2012,7/10/12,Saline,Transect,Natural,60,50,10,,102.41,,91.44,30.48,,Avicennia germinans (L.) L.,black mangrove,60,Both,,,50% shrub;10% herbaceous,COASTAL ESTUARY SERVICES LLC,J. Smith; A. Dufrene,15% wrack in plot  Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 40%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2008,8/14/08,Saline,Transect,Natural,60,,60,,78.63,,,91.44,,Avicennia germinans (L.) L.,black mangrove,35,Both,,,,COASTAL ESTUARY SERVICES LLC,E. Bourg; A. Dufrene,Water Level is Below Marsh. Bare Ground is unvegetated surface.
2006,9/18/06,Saline,Transect,Natural,60,10,60,,103,,42.7,76.2,,Avicennia germinans (L.) L.,black mangrove,10,Both,,,,COASTAL ESTUARY SERVICES LLC,M. Sevier; G. Jacob,between two ponds.
2014,8/7/14,Saline,Transect,Natural,60,,60,,64.98,,,57.91,,Avicennia germinans (L.) L.,black mangrove,35,Both,,,Herbaceous,COASTAL ESTUARY SERVICES LLC,A. Hafkesbring; C. Hymel,Water Level is 0.1 ft above marsh. Open water is 0%. Bare ground is 25%. Dead vegetation is 15%. Flooded-Undetermined is 0%.
2017,9/14/17,Saline,Transect,Natural,60,40,20,,100.03,,106.68,30.48,,Avicennia germinans (L.) L.,black mangrove,60,Both,,,40% shrub; 20 % herb,COASTAL ESTUARY SERVICES LLC,B. Lussier; S. Giles; M. McGaw, Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 40%. Dead vegetation is 1%. Flooded-Undetermined is 0%.
2009,7/16/09,Saline,Transect,Natural,60,,60,,63.39,,,60.96,,Avicennia germinans (L.) L.,black mangrove,45,Both,,,,COASTAL ESTUARY SERVICES LLC,J. Viola; A. Dufrene; J. Smith,Water Level is below marsh. Unvegetated Surface is bare ground.
2016,8/30/16,Saline,Transect,Natural,60,,60,,87.35,,,70.1,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,D. McWhorter; A. Dufrene; W.P. Brown,Transect runs through flooded saltmarsh interspersed with islands of vegetation; site on island south of Lake Tambour; plot within broken marsh. Water Level is 0.9 ft above marsh. Open water is 0%. Bare ground is 40%. Dead vegetation is 2%. Flooded-Undetermined is 0%.
2010,6/17/10,Saline,Transect,Natural,60,,60,,102.53,,,91.44,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,J. Smith; T. Nguyen,Water Level is 0 ft above marsh. Unvegetated Surface is bare ground and dead vegetation.
2009,7/20/09,Saline,Transect,Natural,60,10,60,,18.89,,152.4,88.39,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,B. Rhodes; E. Bourg; J. Dunn,40% bare ground Water Level is below marsh. Unvegetated Surface is bare ground.
2009,7/20/09,Saline,Transect,Natural,60,5,60,,93.87,,152.4,60.96,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,B. Rhodes; E. Bourg; J. Dunn,40% bare ground Water Level is below marsh. Unvegetated Surface is bare ground.
2012,7/6/12,Saline,Transect,Natural,60,,60,,50.84,,,36.57,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,C. Hymel; E. Bourg; A. Hafkesbring,Water Level is 0.7 ft above marsh. Open water is 0%. Bare ground is 40%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2007,8/21/07,Saline,Transect,Natural,60,,40,25,86,,,82.3,30.5,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,T. Nguyen; M. Estay,wrack deposition in plot; Bare Ground.; Water Level is Below Marsh
2003,10/20/03,Saline,Random,Natural,60,,60,,102,,,102,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Hubbell; G. Curole; R. Chiasson,
1999,8/25/99,Saline,Random,Natural,60,,,,15,,,,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),L. Aucoin; J. Young; C. Thibodeaux,
2004,9/9/04,Saline,Transect,Planted,60,,60,,55,,,55,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),B. Carter; J. Troutman; M. Hymel,plot located on edge of plantings;dead SAV in plot
2004,9/9/04,Saline,Transect,Planted,60,,60,,50,,,50,,Avicennia germinans (L.) L.,black mangrove,<1,Both,,,,LA DEPT OF NAT RES (CRDNO),J. Troutman; M. Hymel; B. Carter,
2004,9/8/04,Saline,Transect,Planted,60,,60,,45,,,45,,Avicennia germinans (L.) L.,black mangrove,<1,Both,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; J. Troutman; B. Carter,
2013,10/17/13,Saline,Transect,Natural,60,60,5,,145,,145,60,,Avicennia germinans (L.) L.,black mangrove,60,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,E. Lear; G. Curole; T. Hubbell; L. Rodrigue,Unvegetated surface=40% bare ground. Barrier island.
2016,9/22/16,Saline,Transect,Natural,60,25,35,,26,,100,26,,Avicennia germinans (L.) L.,black mangrove,25,Both,,,,COASTAL ESTUARY SERVICES LLC,E. Lear; T. Hubbell; G. Curole,Batis maritima = dominant ht. Water Level is below marsh. Open water is 0%. Bare ground is 40%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2013,10/28/13,Saline,Transect,Natural,55,,55,,62.17,,,60.96,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,C. Izdepski; R. Villani,Water Level is below marsh. Open water is 0%. Bare ground is 40%. Dead vegetation is 5%. Flooded-Undetermined is 0%.
2006,10/10/06,Saline,Transect,Natural,55,,55,,99,,,99,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,BIOLOGICAL MONITORING SECTION (NO),B. Carter,Water relative to marsh = 0.5 feet;Pot hole in plot
2015,8/31/15,Saline,Transect,Natural,55,,55,,102.41,,,97.53,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Plaisance; Z. Moore; T. Siemens, Water Level is 0.5 ft above marsh. Open water is 35%. Bare ground is 10%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2006,10/10/06,Saline,Transect,Natural,55,,55,,103,,,103,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,BIOLOGICAL MONITORING SECTION (NO),B. Carter,Water relative to marsh = 0.65;Small channel running through plot
2015,8/11/15,Saline,Transect,Natural,55,30,55,,114.72,,121.92,77.72,,Avicennia germinans (L.) L.,black mangrove,55,Both,,,25% Herbaceous; 30% Shrub,COASTAL ESTUARY SERVICES LLC,A. Hingle; K.B. Duhon; B. Lussier, Water Level is 0.3 ft above marsh. Open water is 0%. Bare ground is 42%. Dead vegetation is 3%. Flooded-Undetermined is 0%.
2006,9/18/06,Saline,Transect,Natural,55,30,35,,104.2,,112.8,85.3,,Avicennia germinans (L.) L.,black mangrove,30,Both,,,,COASTAL ESTUARY SERVICES LLC,G. Jacob; M. Sevier,between spoil bank and trenasse. most OUT species on spoil bank.
2011,8/3/11,Saline,Transect,Natural,55,,55,,94.48,,,82.29,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,T. Nguyen; H. Bernard,Plants appear stressed; Wrack near plot Water Level is below marsh. Unvegetated Surface is bare ground and dead vegetation.
2016,8/31/16,Saline,Transect,Natural,55,,55,,78.21,,,76.2,,Avicennia germinans (L.) L.,black mangrove,1,Both,,,herbaceous,COASTAL ESTUARY SERVICES LLC,S. Giles; T.V. Nguyen; J.C. Mattingly, Water Level is 1.12 ft above marsh. Open water is 0%. Bare ground is 45%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2004,12/11/04,Saline,Transect,Planted,55,,55,,65,,,65,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; C. Franze,
2004,12/11/04,Saline,Transect,Planted,55,,55,,60,,,60,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; C. Franze,beginning to die back
2004,9/9/04,Saline,Transect,Planted,55,,55,,45,,,45,,Avicennia germinans (L.) L.,black mangrove,1,Both,,,,LA DEPT OF NAT RES (CRDNO),J. Troutman; M. Hymel; B. Carter,
2004,12/10/04,Saline,Transect,Planted,55,,55,,60,,,60,,Avicennia germinans (L.) L.,black mangrove,<1,Both,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; C. Franze,stake missing; re-established plot
2013,8/27/13,Saline,Transect,Natural,50,,50,,137.16,,,115.82,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,H. Arnold; A. Kattenbraker; K. Fogg,Water Level is 0.5 ft above marsh. Open water is 50%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2014,9/2/14,Saline,Transect,Natural,50,,50,,106.07,,,91.44,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; J. Pace,Personnel also included B. Asbury Water Level is below marsh. Open water is 50%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2012,8/3/12,Saline,Transect,Natural,50,,50,,64.19,,,57.91,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; B. Lussier,Water Level is 0.05 ft above marsh. Open water is 0%. Bare ground is 40%. Dead vegetation is 10%. Flooded-Undetermined is 0%.
2008,8/14/08,Saline,Transect,Natural,50,,50,,98.57,,,91.44,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; E. Bourg,Water Level is 0.45 ft Above Marsh. Bare Ground is unvegetated surface.
2009,7/16/09,Saline,Transect,Natural,50,,50,,89.61,,,76.2,,Avicennia germinans (L.) L.,black mangrove,2,Both,,,,COASTAL ESTUARY SERVICES LLC,J. Viola; A. Dufrene; J. Smith,32 degrees C; marsh green with some brown; A. germinans healthy; water below the marsh surface. Water Level is below marsh. Unvegetated Surface is bare ground and dead vegetation.
2014,8/7/14,Saline,Transect,Natural,50,,50,,73.33,,,60.96,,Avicennia germinans (L.) L.,black mangrove,2,Both,,,Herbaceous,COASTAL ESTUARY SERVICES LLC,A. Hafkesbring; C. Hymel,Water Level is 0.5 ft above marsh. Open water is 0%. Bare ground is 50%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2008,8/14/08,Saline,Transect,Natural,50,,50,,94.48,,,91.44,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; E. Bourg,Water Level is 0.55 ft Above Marsh. Bare Ground is unvegetated surface.
2011,8/4/11,Saline,Transect,Natural,50,50,,,116.37,,106.68,,,Avicennia germinans (L.) L.,black mangrove,50,Both,,,shrub,COASTAL ESTUARY SERVICES LLC,A. Dufrene; J. Smith,30% brown S. alterniflora cover; Some live S. alterniflora outside plot. No live in plot. Water Level is below marsh. Unvegetated Surface is bare ground and dead vegetation.
2007,10/29/07,Saline,Transect,Natural,50,,50,,56.1,,,61,,Avicennia germinans (L.) L.,black mangrove,20,Both,,,,COASTAL ESTUARY SERVICES LLC,J. Bacon; J. Soileau,Bare Ground = dead Spartina alterniflora stems and unvegetated surface.; Black mangrove green and healthy; Water Level is Below Marsh
2010,6/9/10,Saline,Transect,Natural,50,,50,,80.22,,,76.2,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,E. Bourg; J. Dunn,50 % bare ground Water Level is 0.25 ft above marsh. Unvegetated Surface is bare ground.
2014,9/3/14,Saline,Transect,Natural,50,,50,,69.37,,,67.05,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,A. Dufrene; J.S. Smith; A. Hafkesbring,Water Level is 0.3 ft above marsh. Open water is 0%. Bare ground is 40%. Dead vegetation is 10%. Flooded-Undetermined is 0%.
2016,8/31/16,Saline,Transect,Natural,50,,50,,97.77,,,85.34,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,T.V. Nguyen; S. Giles; J.C. Mattingly, Water Level is 1.2 ft above marsh. Open water is 0%. Bare ground is 50%. Dead vegetation is 0%. Flooded-Undetermined is 0%. Marsh is floating.
2016,8/31/16,Saline,Transect,Natural,50,,50,,82.84,,,79.24,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,S. Giles; T.V. Nguyen; J.C. Mattingly,PVC pole missing.  Pole established.  Plot is in an interior pond. Water Level is 1.2 ft above marsh. Open water is 40%. Bare ground is 10%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2001,10/22/01,Saline,Random,Planted,50,,50,,110,,,110,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2002,9/18/02,Saline,Random,Natural,50,10,30,,35,,170,35,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne; K. Gray,
2001,9/20/01,Saline,Random,Planted,50,,50,,140,,,140,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDT),J. Rapp; G. Curole,
2016,9/8/16,Saline,Random,Natural,50,,50,,43.6,,,45,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell, Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 30%. Dead vegetation is 20%. Flooded-Undetermined is 0%.
2004,9/9/04,Saline,Transect,Planted,50,,50,,40,,,40,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),B. Carter; M. Hymel; J. Troutman,
2004,9/9/04,Saline,Transect,Planted,50,,50,,22,,,35,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; J. Troutman; B. Carter,
2004,9/8/04,Saline,Transect,Planted,50,,50,,45,,,45,,Avicennia germinans (L.) L.,black mangrove,<1,Both,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; J. Troutman; B. Carter,
2004,12/12/04,Saline,Transect,Planted,50,,50,,40,,,40,,Avicennia germinans (L.) L.,black mangrove,<1,Both,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; C. Franze,on edge near cut
2016,9/12/16,Saline,Transect,Natural,50,,50,,9.6,,,15,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,L. Rodrigue; E. Lear; T. Hubbell; G. Curole, Water Level is below marsh. Open water is 0%. Bare ground is 50%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2016,9/12/16,Saline,Transect,Natural,50,,50,,49.6,,,40,,Avicennia germinans (L.) L.,black mangrove,35,Both,,,,COASTAL ESTUARY SERVICES LLC,L. Rodrigue; E. Lear; T. Hubbell; G. Curole,Herbaceous Mangrove Water Level is below marsh. Open water is 0%. Bare ground is 50%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2006,6/6/06,Saline,Transect,Natural,50,,50,,15,,,15,,Avicennia germinans (L.) L.,black mangrove,<1,Both,,,,LA DEPT OF NAT RES (CRDT),D. Lee; S. Khalil; B. Martin; B. Landry,Damp sand; not flooded (-1.0 ft)
2013,10/16/13,Saline,Transect,Natural,50,45,22,5,60,,60,35,2,Avicennia germinans (L.) L.,black mangrove,45,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,E. Lear; L. Rodrigue; G. Curole; T. Hubbell,Barrier island. Unvegetated surface=50% bare ground.
2013,10/17/13,Saline,Transect,Natural,50,40,10,,90,,90,110,,Avicennia germinans (L.) L.,black mangrove,40,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,E. Lear; L. Rodrigue; G. Curole; T. Hubbell,Barrier island.
2013,10/17/13,Saline,Transect,Natural,50,40,10,,85,,85,15,,Avicennia germinans (L.) L.,black mangrove,40,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,L. Rodrigue; G. Curole; T. Hubbell; E. Lear,Unvegetated surface=50% bare ground. Batis is in herbaceous layer. Barrier island.
2016,9/22/16,Saline,Transect,Natural,50,50,5,,49.6,,49.6,30,,Avicennia germinans (L.) L.,black mangrove,50,Both,,,,COASTAL ESTUARY SERVICES LLC,E. Lear; T. Hubbell; G. Curole,Dominant ht. = black mangrove Water Level is below marsh. Open water is 0%. Bare ground is 50%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2014,8/7/14,Saline,Transect,Natural,45,,45,,62.05,,,60.96,,Avicennia germinans (L.) L.,black mangrove,,Out,,,,COASTAL ESTUARY SERVICES LLC,B. Rhodes; H. Bernard,Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 10%. Dead vegetation is 50%. Flooded-Undetermined is 0%.
